gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text,saved_image
male,"A writer, artist, producer & publisher. Worked with DC Comics, Evcol, Disney, Okai Collier, Marvel & Warner Bros. Love my comics, tech & dog Odie",007AB3,https://pbs.twimg.com/profile_images/581391944733077505/lGUDwpcG_normal.jpg,A8C7F7,"What's new in #comics ""From Dusk Till Dawn: The Series"" Scares Up A Third Season https://t.co/oib8pbKJw7",a writer artist producer publisher worked with dc comics evcol disney okai collier marvel warner bros love my comics tech dog odie,what's new in comics from dusk till dawn the series scares up a third season https://t.co/oib8pbkjw7,../img/lGUDwpcG_normal.jpg
male,"hello, sending tweets of the sentences from TA1900 (5th edition). These don't have Japanese translations. So if you can't see them, please look at the book.",0084B4,https://pbs.twimg.com/profile_images/3412548840/db39f49aa3de8386c3949f31c3f31afc_normal.jpeg,C0DEED,250 He was annoyed by the casual manner in which the waiter served their order.,hello sending tweets of the sentences from ta1900 5th edition) these don't have japanese translations so if you can't see them please look at the book.,250 he was annoyed by the casual manner in which the waiter served their order.,../img/db39f49aa3de8386c3949f31c3f31afc_normal.jpeg
female,"Sarcasm falls out of my mouth, just like stupid falls from yours",0084B4,https://pbs.twimg.com/profile_images/587009749666832384/aL3hpIkC_normal.jpg,C0DEED,24 Couples With The Tackiest Tattoos Ever! https://t.co/KoBA08mFZy,sarcasm falls out of my mouth just like stupid falls from yours,24 couples with the tackiest tattoos ever https://t.co/koba08mfzy,../img/aL3hpIkC_normal.jpg
male,"my name is Harry, my accent is Australian, I am 20, I really like stuff and things.",0084B4,https://pbs.twimg.com/profile_images/587154298066247681/IpNGa2yO_normal.jpg,C0DEED,@FlightWolf23949 the lizard even poses for it hahaha,my name is harry my accent is australian i am 20 i really like stuff and things.,@flightwolf23949 the lizard even poses for it hahaha,../img/IpNGa2yO_normal.jpg
male,"A writer, artist, producer & publisher. Worked with DC Comics, Evcol, Disney, Okai Collier, Marvel & Warner Bros. Love my comics, tech & dog Odie",007AB3,https://pbs.twimg.com/profile_images/581391944733077505/lGUDwpcG_normal.jpg,A8C7F7,"What's new in #comics Comics A.M. - Emily Carroll's ""Through the Woods"" Wins British Fantasy Award https://t.co/9ouKT69RA0",a writer artist producer publisher worked with dc comics evcol disney okai collier marvel warner bros love my comics tech dog odie,what's new in comics comics a.m emily carroll's through the woods wins british fantasy award https://t.co/9oukt69ra0,../img/lGUDwpcG_normal.jpg
male,"Founder of the Responsible Citizens Alliance, @ResCitAll , http://t.co/ytGiTpRnlz  Labour, LCID founding member, LRC",0084B4,https://pbs.twimg.com/profile_images/2776135964/a50cc93862e4ea475e01fdbd389a7eaa_normal.jpeg,C0DEED,The Meacher amendment on  #taxcredits  passes with help of @LabourLordsUK . This means govt plans on #taxcredits will be delayed .,founder of the responsible citizens alliance rescitall http://t.co/ytgitprnlz labour lcid founding member lrc,the meacher amendment on #taxcredits passes with help of labourlordsuk this means govt plans on taxcredits will be delayed ,../img/a50cc93862e4ea475e01fdbd389a7eaa_normal.jpeg
male,"lover of beauty and living for the moment :)
             maginoong mejo naughty.",0084B4,https://pbs.twimg.com/profile_images/3452544678/1d0d14b5e76b59d4459b2296aeffb8cd_normal.jpeg,C0DEED,@NBA  another new season of hope for my team the boston celtics. :) hope they play well this year.,lover of beauty and living for the moment maginoong mejo naughty.,@nba another new season of hope for my team the boston celtics hope they play well this year.,../img/1d0d14b5e76b59d4459b2296aeffb8cd_normal.jpeg
female,Exploring life as a journey toward fulfilling your potential and helping others to do the same.,0084B4,https://pbs.twimg.com/profile_images/555855671296798721/fihWP9ZU_normal.jpeg,C0DEED,@tonyhowell thanks! I hear you on the movie theater volume.,exploring life as a journey toward fulfilling your potential and helping others to do the same.,@tonyhowell thanks i hear you on the movie theater volume.,../img/fihWP9ZU_normal.jpeg
male,"Pilot, Veteran,Private Det,SRT, Boat&Horseman, Actor,Owner Auto Service, Welder, Bodyguard, Insur Fraud Investigator, Aircraft Confis, Sex Therapy by appoint.",FF0000,https://pbs.twimg.com/profile_images/2858674817/22846e2691f22ca90d174edb1b17cf70_normal.jpeg,65B0DA,&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;  THE OLD GIRL BETTER GET OFF THAT WHITE STUFF! https://t.co/iloyakN6Sz,"pilot veteran,private det,srt boat&horseman actor,owner auto service welder bodyguard insur fraud investigator aircraft confis sex therapy by appoint.",&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt the old girl better get off that white stuff https://t.co/iloyakn6sz,../img/22846e2691f22ca90d174edb1b17cf70_normal.jpeg
male,The best bio ever here. Fuck You.,0084B4,https://pbs.twimg.com/profile_images/647085591062941698/h3YhiB-A_normal.jpg,C0DEED,Currently coworking here with the EDGE Edtech team. It's always a pleasure to be in this space. (at AlleyNYC) https://t.co/KYJAk4hlZ1,the best bio ever here fuck you.,currently coworking here with the edge edtech team it's always a pleasure to be in this space at alleynyc https://t.co/kyjak4hlz1,../img/h3YhiB-A_normal.jpg
male,"Fun Loving Sports enthusiast,Arsenal fan,Endearing father and husband,God fearing and out to enjoy each day.",0084B4,https://pbs.twimg.com/profile_images/1339991490/New_Pic_normal.jpg,C0DEED,From the chosen one to the regularly charged one  https://t.co/P8w7rUjvMK,"fun loving sports enthusiast,arsenal fan,endearing father and husband,god fearing and out to enjoy each day.",from the chosen one to the regularly charged one https://t.co/p8w7rujvmk,../img/New_Pic_normal.jpg
male,"I am a WebMaster, SEO Expert and an Experienced Internet Marketer. Joined Twitter to reveal some real secrets to my Followers.",0084B4,https://pbs.twimg.com/profile_images/523493290/RICH_normal.jpeg,C0DEED,"EM Rundown: Policymakers set the tone in China, Turkey, Russia, and Poland  https://t.co/C0ej2S67C0",i am a webmaster seo expert and an experienced internet marketer joined twitter to reveal some real secrets to my followers.,em rundown policymakers set the tone in china turkey russia and poland https://t.co/c0ej2s67c0,../img/RICH_normal.jpeg
female,Life's Dusty Roads & Life's Crossroads are books of faith based poetry published to hopefully touch your life in some small way.,0084B4,https://pbs.twimg.com/profile_images/649328790577909760/JSd-ql_V_normal.jpg,C0DEED,@i_Author In no way could tearing the building down eliminate the crime and hatred that had invaded our neighborhood since they had arrived.,life's dusty roads life's crossroads are books of faith based poetry published to hopefully touch your life in some small way.,@i_author in no way could tearing the building down eliminate the crime and hatred that had invaded our neighborhood since they had arrived.,../img/JSd-ql_V_normal.jpg
male,"http://t.co/XnJmSMlLES #business #coaching, training, products for #conscious #entrepreneurs. Let's uplift the world together through conscious business.",0084B4,https://pbs.twimg.com/profile_images/565914686864904193/3Wfb-z1__normal.jpeg,C0DEED,Learn how to make the right hiring decisions! Listen: https://t.co/cW2DrCD201 #podcast #entrepreneur #HR,http://t.co/xnjmsmlles business coaching training products for conscious entrepreneurs let's uplift the world together through conscious business.,learn how to make the right hiring decisions listen https://t.co/cw2drcd201 podcast entrepreneur hr,../img/3Wfb-z1__normal.jpeg
male,I may rant but I'm always right. Get over it.,0084B4,https://pbs.twimg.com/profile_images/2887036156/d79962d0fb80282ea94068ee95d1a878_normal.jpeg,C0DEED,@DChriscoli .to deliberately impoverish the already poor and least able in society so that the prosperous become more prosperous is immoral,i may rant but i'm always right get over it.,@dchriscoli to deliberately impoverish the already poor and least able in society so that the prosperous become more prosperous is immoral,../img/d79962d0fb80282ea94068ee95d1a878_normal.jpeg
female,"|Geek reader| Parte de mi amor a la vida se lo debo a mi amor a los libros.          |Paz y sabidur?_a|  
                       Instagram: @danielapaez_10",0D8014,https://pbs.twimg.com/profile_images/658063188831903744/GIKpNbDR_normal.jpg,FFFFFF,Stats for the day have arrived. 2 new followers and NO unfollowers :) via https://t.co/fUHKbcqzv1.,|geek reader parte de mi amor a la vida se lo debo a mi amor a los libros |paz y sabidur?_a instagram danielapaez_10,stats for the day have arrived 2 new followers and no unfollowers via https://t.co/fuhkbcqzv1.,../img/GIKpNbDR_normal.jpg
male,The best bio ever here. Fuck You.,0084B4,https://pbs.twimg.com/profile_images/647085591062941698/h3YhiB-A_normal.jpg,C0DEED,For the next 30 days join me in leaving the biggest impression on this city. In memory of??_ https://t.co/6Nr7Zkmt9E,the best bio ever here fuck you.,for the next 30 days join me in leaving the biggest impression on this city in memory of??_ https://t.co/6nr7zkmt9e,../img/h3YhiB-A_normal.jpg
male,"I can be googled, therefore I am",0084B4,https://pbs.twimg.com/profile_images/448517566386819072/7I0wYkAy_normal.jpeg,C0DEED,"Found a Transponder Snail!
Killer rabbits...!?The amazing fauna of one winter island.
#TreCru https://t.co/9VDVv5Zk5c",i can be googled therefore i am,found a transponder snail killer rabbits...!?the amazing fauna of one winter island trecru https://t.co/9vdvv5zk5c,../img/7I0wYkAy_normal.jpeg
male,"Founder/CEO Conscious Millionaire?? Best-selling #Author, #Entrepreneur #Speaker, #Coach, Host of #Podcast http://t.co/qBxacKpY7S",0084B4,https://pbs.twimg.com/profile_images/435472909633474561/2H8h1LrQ_normal.png,FFFFFF,Conscious Millionaire Podcast is ON THE AIR! Today's ep Listen now: https://t.co/epTk4M3EDO #podcast #health #consciousness,founder/ceo conscious millionaire? best-selling author entrepreneur speaker coach host of podcast http://t.co/qbxackpy7s,conscious millionaire podcast is on the air today's ep listen now https://t.co/eptk4m3edo podcast health consciousness,../img/2H8h1LrQ_normal.png
male,*insert university name here*,0084B4,https://pbs.twimg.com/profile_images/568969224820117504/NsnG-R14_normal.jpeg,C0DEED,Why can't the munnels go to the busi building :(,*insert university name here*,why can't the munnels go to the busi building (,../img/NsnG-R14_normal.jpeg
male,Your favorite DJ,0000FF,https://pbs.twimg.com/profile_images/614039201928081409/4nI1fwSF_normal.jpg,87BC44,I'm running the show on @Z1079 today from 3-7pm. I feel like Marty Mar over here. Lol.,your favorite dj,i'm running the show on z1079 today from 3-7pm i feel like marty mar over here lol.,../img/4nI1fwSF_normal.jpg
male,(So-Paul Dutch) Pulling double duty in political journalism & retail/@Carleton_U grad/sass master/chronic wanderlust. My tweets are my own,6C8C8B,https://pbs.twimg.com/profile_images/544373835/4808_752247672630_15934914_42899638_107079_n_normal.jpg,47002B,@amkfoote or just stay home and watch the doc instead. https://t.co/vF79sBxfac,(so-paul dutch pulling double duty in political journalism retail/@carleton_u grad/sass master/chronic wanderlust my tweets are my own,@amkfoote or just stay home and watch the doc instead https://t.co/vf79sbxfac,../img/4808_752247672630_15934914_42899638_107079_n_normal.jpg
male,"Proud member of #MongoNation. Follow for tweets about sports, video games, and sports talk radio.",0084B4,https://pbs.twimg.com/profile_images/581156601895219200/Ibm9W-h0_normal.jpg,C0DEED,I have just learned that the story in fact does not matter. Thanks @Polygon and @BenKuchera,proud member of mongonation follow for tweets about sports video games and sports talk radio.,i have just learned that the story in fact does not matter thanks polygon and benkuchera,../img/Ibm9W-h0_normal.jpg
female,"Be kind, everyone you know is fighting a hard battle.",FF3300,https://pbs.twimg.com/profile_images/3578269550/b06da5b4a03ce6928d839af0d02c7534_normal.jpeg,86A4A6,This may actually be the worst day ever!,be kind everyone you know is fighting a hard battle.,this may actually be the worst day ever!,../img/b06da5b4a03ce6928d839af0d02c7534_normal.jpeg
female,Midwestern mom. Love finding ways to save $!,0099B9,https://pbs.twimg.com/profile_images/580535154415955969/zQBgzbia_normal.jpg,5ED4DC,Perfect for the upcoming shopping season #TreatYourFamily,midwestern mom love finding ways to save !,perfect for the upcoming shopping season treatyourfamily,../img/zQBgzbia_normal.jpg
male,These fists tell a story. And that story is love and friendship!,0084B4,https://pbs.twimg.com/profile_images/654726568044990464/xLkpgZjR_normal.jpg,C0DEED,Hope the @Royals are ready to #TakeTheCrown and put it on Harvey's head on Tues #LGM #WorldSeries @Mets,these fists tell a story and that story is love and friendship!,hope the royals are ready to takethecrown and put it on harvey's head on tues lgm worldseries mets,../img/xLkpgZjR_normal.jpg
male,Created top selling iOS Apps. Fitness and nutrition addict.,0084B4,https://pbs.twimg.com/profile_images/378800000214869802/c84674ef73c16776546efee4f23d0335_normal.jpeg,C0DEED,"@PreetamJinka Did you spring for the keyboard yet? I know it sounds stupid, but the new trackpad is really nice.",created top selling ios apps fitness and nutrition addict.,@preetamjinka did you spring for the keyboard yet i know it sounds stupid but the new trackpad is really nice.,../img/c84674ef73c16776546efee4f23d0335_normal.jpeg
male,"With a fixation to television. Ludicrous. Loquacious. and completely Loony! *wink*
Writing for @BookMyShowUAE",2FC2EF,https://pbs.twimg.com/profile_images/476972985140523008/2lnrABkY_normal.jpeg,FFFFFF,"#AllyMcBeal and #Supergirl sharing screen time? Television has come a long way, and is finally moving in the right direction! #SHEroesOnTV",with a fixation to television ludicrous loquacious and completely loony wink writing for bookmyshowuae,#allymcbeal and supergirl sharing screen time television has come a long way and is finally moving in the right direction sheroesontv,../img/2lnrABkY_normal.jpeg
female,"Educator, mom, wife, and reality TV fan. Just making my way through life, one Slim Jim at a time.",0084B4,https://pbs.twimg.com/profile_images/643661220197834752/ZGfRxzw-_normal.jpg,C0DEED,"That time when all the banks were throwing money at me and I was like ""whaddya gonna do?"" #TeresaChecksIn",educator mom wife and reality tv fan just making my way through life one slim jim at a time.,that time when all the banks were throwing money at me and i was like whaddya gonna do? teresachecksin,../img/ZGfRxzw-_normal.jpg
female,"Strategic Lead for Changing Behaviour Chwarae Teg. Mum, Leader, Inspirer. ??_ rugby, esp. Tyrch's U12s.  Committee Member Pentyrch RFC. LEAD Wales award winner.",0084B4,https://pbs.twimg.com/profile_images/1899285356/HD1_normal.JPG,C0DEED,@SuffragetteFilm FAB may not be a brutal in today's age and women have the vote but #equalpay still not reality @womenspire #stilltheneed,strategic lead for changing behaviour chwarae teg mum leader inspirer ?_ rugby esp tyrch's u12s committee member pentyrch rfc lead wales award winner.,@suffragettefilm fab may not be a brutal in today's age and women have the vote but equalpay still not reality womenspire stilltheneed,../img/HD1_normal.JPG
female,"Loving life, my family and my friends. Drop-In Centre Coordinator @LGBTOUT Centre #Drop-InCentre #uoft",FF0000,https://pbs.twimg.com/profile_images/515721042233290752/_l_LZr_c_normal.jpeg,65B0DA,The hosts of Fox News??? Outnumbered lashed out at Quentin Tarantino on Monday after the legendary director... https://t.co/auJ0ixVMda,loving life my family and my friends drop-in centre coordinator lgbtout centre drop-incentre uoft,the hosts of fox news?? outnumbered lashed out at quentin tarantino on monday after the legendary director.. https://t.co/auj0ixvmda,../img/_l_LZr_c_normal.jpeg
female,"I've had a wonderful time, but this wasn't it.",0084B4,https://pbs.twimg.com/profile_images/629224283743498240/BZK3Q9wp_normal.jpg,C0DEED,May the Force be with you. _???_???,i've had a wonderful time but this wasn't it.,may the force be with you _???_???,../img/BZK3Q9wp_normal.jpg
male,Working at community and govt level to grow the civic conversation through Podnosh Ltd and @socmediasurgery + practical Impact Assessment. #opendata #hyperlocal,FF3300,https://pbs.twimg.com/profile_images/993451399/At_The_MAC_on_Flickr_-_Photo_Sharing__normal.jpg,86A4A6,@mdoness I was at @NT_Brockhampton  yesterday and came across Medlar for the first time -  fab place  @carnsightcam https://t.co/gFOgs7KIq8,working at community and govt level to grow the civic conversation through podnosh ltd and socmediasurgery practical impact assessment opendata hyperlocal,@mdoness i was at nt_brockhampton yesterday and came across medlar for the first time fab place @carnsightcam https://t.co/gfogs7kiq8,../img/At_The_MAC_on_Flickr_-_Photo_Sharing__normal.jpg
male,Introvert. General troublemaker. Evil web specialist. Unapologetic pop culture fanatic. Award-winning twitter scholar. Music enthusiast.,0084B4,https://pbs.twimg.com/profile_images/598806438140481536/d-YoZLI3_normal.jpg,C0DEED,"The Dutch Republic regained it in August 1673 with a fleet of 21 ships, renaming the city ""New Orange"". #AlternativeandComplimentary...",introvert general troublemaker evil web specialist unapologetic pop culture fanatic award-winning twitter scholar music enthusiast.,"the dutch republic regained it in august 1673 with a fleet of 21 ships renaming the city new orange"" alternativeandcomplimentary...",../img/d-YoZLI3_normal.jpg
female,Painter | Put on the planet to serve and love | Introvert | Friendster,0084B4,https://pbs.twimg.com/profile_images/604677807247990784/C6ej1NEC_normal.jpg,C0DEED,in the city the population was spread out with 21.,painter put on the planet to serve and love introvert friendster,in the city the population was spread out with 21.,../img/C6ej1NEC_normal.jpg
male,"authorLTReece http://t.co/FELMV8wWyH, writes novels with Intrigue, SUSPENSE, MYSTERY, NOIR. His titles: COMA SINS, THE RAVEN AFFAIR, FEAR!, THE LAST OMEN& other",0099B9,https://pbs.twimg.com/profile_images/378800000565389982/0f9d239b5e1b14bdfdcee35c57bb2d39_normal.jpeg,5ED4DC,"The RAVEN'S MYSTERY 5/5 (https://t.co/W3lxnvS9ZV), https://t.co/7XWNM8MD0S, #NewAdult #IARTG #SNRTG https://t.co/fUDbG65cnp",authorltreece http://t.co/felmv8wwyh writes novels with intrigue suspense mystery noir his titles coma sins the raven affair fear! the last omen other,the raven's mystery 5/5 https://t.co/w3lxnvs9zv) https://t.co/7xwnm8md0s newadult iartg snrtg https://t.co/fudbg65cnp,../img/0f9d239b5e1b14bdfdcee35c57bb2d39_normal.jpeg
female,Admin/PR/Theatre/Photos/Food,0E59F0,https://pbs.twimg.com/profile_images/584479348041895937/bfPJqb7p_normal.jpg,C0DEED,Let the tech begin! #crewing on this fab #show with a fun company for the week. #singingintherain??_ https://t.co/kVOU8zrPGE,admin/pr/theatre/photos/food,let the tech begin crewing on this fab show with a fun company for the week singingintherain??_ https://t.co/kvou8zrpge,../img/bfPJqb7p_normal.jpg
male,"I dance, & research success and self improvement systems.  Get free ebooks on the latter from http://t.co/LwmFPPeC",0084B4,https://pbs.twimg.com/profile_images/2133989142/Graham13_normal.jpg,C0DEED,"""Every #adversity carries with it the seed of an equivalent or greater benefit."" Napoleon Hill",i dance research success and self improvement systems get free ebooks on the latter from http://t.co/lwmfppec,"""every adversity carries with it the seed of an equivalent or greater benefit. napoleon hill",../img/Graham13_normal.jpg
male,"Retired from Clifton PD, on to the next challenge.  Hard work beats talent when talent doesn't work hard, which does not explain why I'm a life long Phin fan.",2FC2EF,https://pbs.twimg.com/profile_images/1516814722/314650_163491930394506_100002011014517_333405_248381_n_normal.jpg,181A1E,"@SFLBigDog @FinsInsider I think this is the most realistic question one can ask. This team is 8 and 8 forever, does 6 and 6 get him hired?",retired from clifton pd on to the next challenge hard work beats talent when talent doesn't work hard which does not explain why i'm a life long phin fan.,@sflbigdog finsinsider i think this is the most realistic question one can ask this team is 8 and 8 forever does 6 and 6 get him hired?,../img/314650_163491930394506_100002011014517_333405_248381_n_normal.jpg
male,"Blogger, Samsung Imagelogger, Mirrorless Camera Enthusiast, & Hip-Hop Head. Here's where I try to keep it professionalish.",0084B4,https://pbs.twimg.com/profile_images/568632239534383104/2APBCjnx_normal.jpeg,C0DEED,@TatianaKing how was the space; honestly want to know.,blogger samsung imagelogger mirrorless camera enthusiast hip-hop head here's where i try to keep it professionalish.,@tatianaking how was the space honestly want to know.,../img/2APBCjnx_normal.jpeg
male,"501 Original Restt On MikeMike , 06|23",0084B4,https://pbs.twimg.com/profile_images/653414502940196864/WJJMqKWP_normal.jpg,C0DEED,Free The Realist Nigga On My Team _??? Free My Brudda Free My Round Free Bam _??? You Be Home Soon _??? https://t.co/3UF5lxWRLn,501 original restt on mikemike 06|23,free the realist nigga on my team _?? free my brudda free my round free bam _?? you be home soon _?? https://t.co/3uf5lxwrln,../img/WJJMqKWP_normal.jpg
female,Reporter. Now writing about termites. Previously: Oil On The Brain. Affiliated with Zocalo Public http://t.co/Ru692v6EVU,0084B4,https://pbs.twimg.com/profile_images/378800000406242014/8fe5f16c53a77dac5f61cc5a041cb1e7_normal.jpeg,C0DEED,In the old days they'd drop nitroglycerin in the wells to dupe investors..... https://t.co/yqKhmlx1gg,reporter now writing about termites previously oil on the brain affiliated with zocalo public http://t.co/ru692v6evu,in the old days they'd drop nitroglycerin in the wells to dupe investors.... https://t.co/yqkhmlx1gg,../img/8fe5f16c53a77dac5f61cc5a041cb1e7_normal.jpeg
female,I'm mainly confused by life and so escape into fiction a lot.,0084B4,https://pbs.twimg.com/profile_images/590422610082668544/wULZOugG_normal.png,C0DEED,Now this is a package I'd been waiting for! The 4th book in the #finishingschool by #gailcarriger??_ https://t.co/LiWwZttF4Q,i'm mainly confused by life and so escape into fiction a lot.,now this is a package i'd been waiting for the 4th book in the finishingschool by gailcarriger??_ https://t.co/liwwzttf4q,../img/wULZOugG_normal.png
male,"Odd questions and useless ideas. 
Rochester, NY",0084B4,https://pbs.twimg.com/profile_images/378800000170604284/f3f50fd8d9b99e07a03d1834f1e067dc_normal.png,C0DEED,"@ProJared The way you said this makes it sound like you're surprised you're on the guest list, but not unhappy about it.",odd questions and useless ideas rochester ny,@projared the way you said this makes it sound like you're surprised you're on the guest list but not unhappy about it.,../img/f3f50fd8d9b99e07a03d1834f1e067dc_normal.png
male,Financial Director at SCA Group and owner of Bicknell Business Advisers steve@bicknells.net,0084B4,https://pbs.twimg.com/profile_images/657479041994375168/7x2OuH8G_normal.jpg,C0DEED,P11D - should the employee pay NI on Private #School #Fees: https://t.co/9ph55XDsbj,financial director at sca group and owner of bicknell business advisers steve@bicknells.net,p11d should the employee pay ni on private school fees https://t.co/9ph55xdsbj,../img/7x2OuH8G_normal.jpg
male,"#teamUMS Tech-loving Principal @ Union Middle School by day. Comic book reader, reality TV watcher, and self proclaimed pop culture expert by night.",EB1D6F,https://pbs.twimg.com/profile_images/422042151984193536/l40ZFCap_normal.jpeg,FFFFFF,A quiet academic quad with #TeamUMS student leadership leading an activity on the background. Beautiful day. https://t.co/CD8pFW8ZWX,#teamums tech-loving principal union middle school by day comic book reader reality tv watcher and self proclaimed pop culture expert by night.,a quiet academic quad with teamums student leadership leading an activity on the background beautiful day https://t.co/cd8pfw8zwx,../img/l40ZFCap_normal.jpeg
female,"Follow me, and let's be friends!",0084B4,https://pbs.twimg.com/profile_images/641327939062206465/SyEvNF69_normal.jpg,C0DEED,Lifestyle sessions are my favorite way to capture the a family.... https://t.co/6ODL6k65pJ,follow me and let's be friends!,lifestyle sessions are my favorite way to capture the a family... https://t.co/6odl6k65pj,../img/SyEvNF69_normal.jpg
male,"http://t.co/ssYkI8dkO3  http://t.co/zIrDdLgZDN
Business Development -  London Area Membership Manager of Business First Network.
http://t.co/GxdWRDz3Gp",0099B9,https://pbs.twimg.com/profile_images/548467281735348226/0xVHSLBG_normal.jpeg,5ED4DC,"Visiting  the Washington Hotel Mayfair for a flim funding  exercise.
#entrepreneur #business  #thebfn??_ https://t.co/C5Ks733hUt",http://t.co/ssyki8dko3 http://t.co/zirddlgzdn business development london area membership manager of business first network http://t.co/gxdwrdz3gp,visiting the washington hotel mayfair for a flim funding exercise entrepreneur business #thebfn??_ https://t.co/c5ks733hut,../img/0xVHSLBG_normal.jpeg
male,"I Like Music that goes untz untz, wub wub wub",0084B4,https://pbs.twimg.com/profile_images/3240196191/a0c2fb30a3fd6dd9c450dfeddb662d7a_normal.jpeg,C0DEED,5 things you can do tonight to reverse the U.S. food crisis https://t.co/8fIDEMz1tN #mashable,i like music that goes untz untz wub wub wub,5 things you can do tonight to reverse the u.s food crisis https://t.co/8fidemz1tn mashable,../img/a0c2fb30a3fd6dd9c450dfeddb662d7a_normal.jpeg
male,"Join me in honoring those who took a stand and boldly said #IamHIS

The Official Twitter Account for Radio Personality & Endurance Athlete Rob Dempsey",2FC2EF,https://pbs.twimg.com/profile_images/378800000732194723/d1bd9556e7558618c06bf016fa7ea6aa_normal.png,181A1E,There is power in the cross. #Jesus #HISLyrics #IamHIS https://t.co/j3MIwEMdKd,join me in honoring those who took a stand and boldly said iamhis the official twitter account for radio personality endurance athlete rob dempsey,there is power in the cross jesus hislyrics iamhis https://t.co/j3miwemdkd,../img/d1bd9556e7558618c06bf016fa7ea6aa_normal.png
female,Sustaining--and often reluctant--member of Club Creative. Award-winning author of SPEAKING OF APRAXIA. Storyteller. Author Interviews & Book Reviews. Basset mom,4A913C,https://pbs.twimg.com/profile_images/1837069275/Leslie_Author_Pic_normal.jpg,FFF8AD,I'm a little bit on love with the UPS man who almost always brings me fabulous #BookMail. @Suzy4PR #INANOTHERLIFE https://t.co/PWoQ26uN5J,sustaining--and often reluctant--member of club creative award-winning author of speaking of apraxia storyteller author interviews book reviews basset mom,i'm a little bit on love with the ups man who almost always brings me fabulous bookmail suzy4pr inanotherlife https://t.co/pwoq26un5j,../img/Leslie_Author_Pic_normal.jpg
male,"Asst Professor African/World History, Michigan State RCAH.  General African news and developments, focusing on Lesotho and Southern Africa, and running",FF3300,https://pbs.twimg.com/profile_images/1416209687/Twit_pic_normal.jpg,86A4A6,#Confederate flag (on State flag) falls from Univ of #Mississippi campus. Great work by students and faculty! https://t.co/utOFVndfQA,asst professor african/world history michigan state rcah general african news and developments focusing on lesotho and southern africa and running,#confederate flag on state flag falls from univ of mississippi campus great work by students and faculty https://t.co/utofvndfqa,../img/Twit_pic_normal.jpg
male,https://t.co/gSDZnehNCr,0084B4,https://pbs.twimg.com/profile_images/512489030236520448/z3-vRHeA_normal.jpeg,C0DEED,Talk about #art on the #left #laughable  https://t.co/sqKPDzhEdR,https://t.co/gsdznehncr,talk about art on the left laughable https://t.co/sqkpdzhedr,../img/z3-vRHeA_normal.jpeg
male,bio,0084B4,https://pbs.twimg.com/profile_images/657291017515720704/KD8iwlC7_normal.jpg,C0DEED,You are the one who teaches other people how to treat you. What do you teach? - Chalene Johnson #quote,bio,you are the one who teaches other people how to treat you what do you teach chalene johnson quote,../img/KD8iwlC7_normal.jpg
female,"@Addgene Exec Dir, Career development speaker especially for science and technology, Mentoring expert, Founder MASS AWIS.",0084B4,https://pbs.twimg.com/profile_images/378800000703258552/87a70761d77e0b0384d9177511d77cb0_normal.jpeg,C0DEED,@stemcellpodcast let me know if you are interested in guest posting for the Addgene blog. Might be good PR for your excellent podcast!,@addgene exec dir career development speaker especially for science and technology mentoring expert founder mass awis.,@stemcellpodcast let me know if you are interested in guest posting for the addgene blog might be good pr for your excellent podcast!,../img/87a70761d77e0b0384d9177511d77cb0_normal.jpeg
female,"Youre too rad to be sad,",0084B4,https://pbs.twimg.com/profile_images/588545095877545985/lF8od1nN_normal.jpg,C0DEED,This Hotel Suite In Peru May Be The Most Unbelievable Place You Could Possibly Stay https://t.co/7qToY4nWCL,"youre too rad to be sad,",this hotel suite in peru may be the most unbelievable place you could possibly stay https://t.co/7qtoy4nwcl,../img/lF8od1nN_normal.jpg
male,Co-Head of Business Services M&A Group at Lincoln International: Investor: Domer: HBS: Overmatched dad of 3: Boston guy now making no small plans in Chicago,0084B4,https://pbs.twimg.com/profile_images/647185425627418624/T5Ak5koC_normal.jpg,C0DEED,"Dividends were over 90% of distributions before 1982; Today, they account for less than 50% ??? the rest are buybacks https://t.co/2r9z5hWUii",co-head of business services m&a group at lincoln international investor domer hbs overmatched dad of 3 boston guy now making no small plans in chicago,dividends were over 90 of distributions before 1982 today they account for less than 50 ? the rest are buybacks https://t.co/2r9z5hwuii,../img/T5Ak5koC_normal.jpg
female,Tweets by Emmy nominated costume designer of Desperate Housewives fame. Check out my daily fashion ideas at http://t.co/xpKdjorGjM,990000,https://pbs.twimg.com/profile_images/475108175/Screen_shot_2009-10-16_at_2.44.17_PM_normal.png,DFDFDF,The long &amp; the short of a black dress. https://t.co/0tzIV3AyF8  #black #dress #lbd #evening #outfit #gown #maxi #ootd...,tweets by emmy nominated costume designer of desperate housewives fame check out my daily fashion ideas at http://t.co/xpkdjorgjm,the long amp the short of a black dress https://t.co/0tziv3ayf8 #black dress lbd evening outfit gown maxi ootd...,../img/Screen_shot_2009-10-16_at_2.44.17_PM_normal.png
